rank,Unnamed: 0,restaurant,Price,Rating,Dishes,review-1,review-1.1,review-2,review-2.1,review-3,review-3.1,review-4,review-4.1,review-5,reviews-5,review_count,review-1_sentiment,review-2_sentiment,review-3_sentiment,review-4_sentiment,review-5_sentiment,overall_sentiment,rating_norm,sent_norm,volume_boost,rec_score
137,174,Ora Skybar & Kitchen,1800,4.2,"North Indian, BBQ, Chinese, Continental, Asian, Pizza, Beverages

₹1,800 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0,0.511
138,175,The Irish House,2500,4.2,"Continental, Mediterranean

₹2,500 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0,0.511
139,176,5ive The Skybar By Radisson,3000,4.2,"North Indian, Chinese, Biryani, Tex-Mex, Spanish, Mexican, Pizza, Desserts

₹3,000 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0,0.511
140,177,Bird Valley,1800,4.2,"North Indian, Chinese, Continental, Mughlai, Kebab, Biryani, Desserts, Beverages

₹1,800 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0,0.511
141,178,Urbo,2000,4.2,"North Indian, Mughlai, Asian, Pizza, Italian, Chinese, Biryani, Desserts

₹2,000 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0,0.511
142,179,Bahiram Thali,550,4.2,"Maharashtrian, Seafood, Saoji

₹550 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0,0.511
143,180,Aroma's Hyderabad House,1300,4.2,"Biryani, Kebab, North Indian, Mughlai, Seafood, Chinese, Beverages

₹1,300 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0,0.511
144,181,Cream Stone Ice Cream,400,4.2,"Ice Cream, Desserts, Beverages, Shake

₹400 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0,0.511
145,182,Gung The Palace,3500,4.2,"Korean

₹3,500 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0,0.511
146,183,Hotel Rassa Kitchen And Bar,1000,4.2,"Maharashtrian, North Indian, Mughlai, Seafood, Chinese, Kebab, Biryani, Desserts

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0,0.511
147,184,Ambrosios,350,4.2,"North Indian

₹350 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0,0.511
148,185,Lord Petrick Burger & Coffee,550,4.2,"Burger, Wraps, Fast Food, Desserts, Beverages, Cafe, Coffee

₹550 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0,0.511
149,186,Pakwan Food Tradition,950,4.2,"North Indian, Rajasthani, Chinese, Sichuan

₹1,300 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0,0.511
150,187,HYDE - Kitchen & Bar,1800,4.1,"North Indian, Chinese, Mughlai, Pasta, Fast Food, Continental, Sichuan, Desserts

₹1,800 for two",,,,,,,,,,,0,,,,,,,0.82,0.5,0,0.503
151,188,BOB And Brews,1200,4.1,"Finger Food, North Indian, Seafood, Chinese

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.82,0.5,0,0.503
152,189,Spice Tawa Family Restaurant,1800,4.1,"North Indian, Goan, Chinese, Pasta, Seafood, Biryani, Fast Food, Desserts

₹1,800 for two",,,,,,,,,,,0,,,,,,,0.82,0.5,0,0.503
153,190,The Secret Garden,1000,4.1,"Italian, Korean

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.82,0.5,0,0.503
154,191,Indian Thali House,500,4.1,"North Indian, Chinese, Beverages, Sichuan

₹500 for two",,,,,,,,,,,0,,,,,,,0.82,0.5,0,0.503
155,192,Sanket Inn Family Resto & Bar,1300,4.1,"Maharashtrian, North Indian, Kebab, Mughlai, Biryani, Chinese, Ice Cream, Beverages

₹1,300 for two",,,,,,,,,,,0,,,,,,,0.82,0.5,0,0.503
156,193,Flavours Of Andhra,1000,4,"North Indian, Biryani, Andhra, Seafood, Mughlai, Desserts

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0,0.495
157,194,Tim Hortons,600,4,"Coffee, Cafe, Beverages, Desserts, Sandwich, Fast Food

₹600 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0,0.495
158,195,Global Punjab,1100,4,"North Indian, Mughlai, Kebab, Seafood, Biryani, Chinese, Desserts, Beverages

₹1,100 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0,0.495
159,196,Shree Krishna Veg Court,1200,4,"North Indian, South Indian, Maharashtrian, Chinese, Desserts, Beverages

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0,0.495
160,197,Namah - Hotel Ambience Excellency,1400,4,"North Indian, Chinese, Continental, South Indian, Shake, Beverages

₹1,400 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0,0.495
161,198,The Chinese Wok,300,4,"Chinese, Asian, Oriental, Seafood, Sichuan

₹300 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0,0.495
162,199,Crafted By Hilton Garden Inn,3600,4,"Bar Food, Continental, Italian, Modern Indian, Asian

₹3,600 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0,0.495
163,200,Mezza 9,2000,4,"North Indian, Biryani, Asian, Continental, Mexican, Oriental, Seafood, Desserts

₹2,000 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0,0.495
164,201,KGN Xprs,400,4,"Biryani, Chinese, North Indian

₹400 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0,0.495
165,202,Singh Saab The Paratha House,500,4,"North Indian, Chinese, Street Food, Beverages

₹500 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0,0.495
166,203,Cocktail Club,1700,4,"North Indian, Italian, Salad

₹1,700 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0,0.495
167,204,Spice It - ibis Pune Hinjewadi,2250,4,"North Indian, Chinese, Healthy Food, Continental, Fast Food, Bar Food, Beverages

₹2,250 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0,0.495
168,205,Coffee To Cocktails Bar - Hyatt Place,3000,4,"North Indian, Fast Food, Healthy Food, Oriental

₹3,000 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0,0.495
169,206,The Gazebo World Of Veg,800,3.9,"North Indian, Continental, Mexican, Thai, Oriental, Italian, Desserts, Beverages

₹800 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0,0.487
170,207,Club C Dock,3000,3.9,"Continental, North Indian, Bar Food

₹3,000 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0,0.487
171,208,The Curry Club,1200,3.9,"North Indian, Maharashtrian, South Indian

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0,0.487
172,209,Manbhavan Premium Thali Restaurant,500,3.9,"North Indian

₹500 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0,0.487
173,210,Sahara Resto & Bar,1800,3.9,"Kebab, Chinese, Seafood, North Indian, Mughlai, Fast Food, Biryani, Desserts

₹1,800 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0,0.487
174,211,The Burgs,400,3.9,"Burger, Fast Food

₹400 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0,0.487
175,212,Cafe Skywalkers,600,3.9,"Fast Food, Wraps, Burger, Pizza, Pasta, Street Food, Beverages

₹600 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0,0.487
176,213,Baithack - Taste Of Kulhad,300,3.9,"Tea, Coffee, Pizza, Sandwich, Fast Food, Street Food, Shake, Beverages

₹300 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0,0.487
177,214,Chalu Aapna Desi Chinese,550,3.9,"Maharashtrian, Chinese, Momos, Beverages

₹550 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0,0.487
178,215,Dinero Fine Dine,2000,3.9,"Modern Indian

₹2,000 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0,0.487
179,216,Delhi Chaap Express,300,3.9,"North Indian, Momos, Rolls

₹300 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0,0.487
180,217,Varhadi Thaat Family Restaurant,300,3.8,"Maharashtrian, Saoji, North Indian

₹300 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0,0.479
181,218,Karolbaug The Dhaba,850,3.8,"Chinese, North Indian, Kebab, Mughlai, Seafood, Ice Cream, Desserts, Beverages

₹850 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0,0.479
182,219,Grand Royal Imperio,1200,3.8,"North Indian, Fast Food, Chinese

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0,0.479
183,220,Yummy In Tummy,200,3.8,"North Indian, Nepalese, Momos, Fast Food, Beverages

₹200 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0,0.479
184,221,The Regent Veg Restaurant,1200,3.8,"North Indian, Chinese, Street Food, Fast Food, Biryani, Desserts, Beverages

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0,0.479
185,222,Cafe Durga,300,3.8,"North Indian, South Indian, Chinese, Pizza, Sandwich, Fast Food, Street Food, Beverages

₹300 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0,0.479
186,223,Fiesta By Barbeque Nation,1500,3.8,"North Indian, Salad, Continental, Oriental

₹1,500 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0,0.479
187,224,The Chimbori Seafood Kitchen,200,3.8,"Seafood, North Indian, Biryani, Mughlai, Chinese, Asian

₹2,000 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0,0.479
188,225,Intactu Lounge,1000,3.7,"North Indian, Continental, European

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.74,0.5,0,0.471
189,226,Amora Skyline Lounge & Kitchen,1000,3.7,"North Indian, Chinese, Bar Food, Oriental

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.74,0.5,0,0.471
190,227,Hotel Kanji Family Restaurant And Bar,1000,3.7,"North Indian, Chinese, Fast Food

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.74,0.5,0,0.471
191,228,Arnav Pure Veg,400,3.7,"North Indian, Chinese

₹400 for two",,,,,,,,,,,0,,,,,,,0.74,0.5,0,0.471
192,229,Chopsticks,1000,3.7,"Chinese

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.74,0.5,0,0.471
193,230,Street Foods By Punjab Grill,800,3.7,"North Indian

₹800 for two",,,,,,,,,,,0,,,,,,,0.74,0.5,0,0.471
194,231,Tony Dhaba NXT,1200,3.6,"North Indian, Mughlai, Biryani, Chinese, Seafood, Kebab

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.72,0.5,0,0.463
195,232,Apna Adda,1300,3.6,"Sandwich, Chinese, North Indian, Maharashtrian, Seafood, Street Food, Biryani

₹1,300 for two",,,,,,,,,,,0,,,,,,,0.72,0.5,0,0.463
196,233,Falahaar,200,3.6,"Maharashtrian

₹200 for two",,,,,,,,,,,0,,,,,,,0.72,0.5,0,0.463
197,234,Café Zero Point,1000,3.6,"Fast Food, North Indian, Continental, Chinese, Italian, Sandwich, Burger, Beverages

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.72,0.5,0,0.463
198,235,Best Belgian Waffle,350,3.6,"Waffle, Desserts, Beverages

₹350 for two",,,,,,,,,,,0,,,,,,,0.72,0.5,0,0.463
199,236,Khandeshi Tadka,650,3.6,"Maharashtrian, Mughlai, Biryani

₹650 for two",,,,,,,,,,,0,,,,,,,0.72,0.5,0,0.463
200,237,Cafe Close 2 Sky,400,3.4,"Sandwich, Pizza, Fast Food, Burger, Pasta, Street Food, Beverages

₹400 for two",,,,,,,,,,,0,,,,,,,0.68,0.5,0,0.447
201,238,The Incognito Nitery,250,3.4,"Chinese, Sandwich, Pasta, Fast Food, Street Food, Beverages

₹250 for two",,,,,,,,,,,0,,,,,,,0.68,0.5,0,0.447
202,239,The Burger Company,200,3.4,"Burger, Pizza, Fast Food

₹300 for two",,,,,,,,,,,0,,,,,,,0.68,0.5,0,0.447
203,240,Sheetal Pure Veg,950,3.3,"Maharashtrian, North Indian, Chinese, Continental, Salad, Pizza, Mexican, Beverages

₹950 for two",,,,,,,,,,,0,,,,,,,0.66,0.5,0,0.439
204,76,Circle Of Crust,500,4.1,"Pizza, Fast Food, Cafe, Desserts, Shake

₹500 for two",pizza was served cold.... taste was bad,1,Cold and bad taste,4,,,,,,,2,-0.999783218,-0.999798477,,,,-0.999790847,0.82,0.000104576,0.4,0.428036602
205,80,Bell Bottom Family Resto And Lounge,500,4,"North Indian, Kebab, Chinese, Seafood, Street Food

₹500 for two",The chicken chilly and chicken crispy tasted of detergent powder.,4,"inedible, worst , no taste, no authentic preparation",3,,,,,,,2,-0.942708611,-0.999742806,,,,-0.971225709,0.8,0.014387146,0.4,0.425035501
206,241,Yana Sizzlers And Wok,1800,3.1,"Chinese, Asian, Jamaican, BBQ, Seafood, Salad, Desserts, Beverages

₹1,800 for two",,,,,,,,,,,0,,,,,,,0.62,0.5,0,0.423
207,81,Hi On Chai,400,4,"Cafe, Coffee, Pizza, Burger, Pasta, Fast Food, Desserts, Beverages

₹400 for two","one of the worst pizzas we have ever had.
Pizza is not warm despite giving instructions.
pathetic food don't order from this restaurant",1,Really not a good place. Service is very poor and most people left the place because order was not fulfilled,4,,,,,,,2,-0.999676585,-0.999801576,,,,-0.999739081,0.8,0.00013046,0.4,0.420045661
208,82,Pind Punjab,1400,3.9,"North Indian, Mughlai, Kebab, Biryani, Chinese, Desserts, Beverages

₹1,400 for two","the worst chicken lollipops I had in my life.. totally dissatisfied. uncooked, no spices, tasteless",4,The biryani didn't had salt. it lacked flavour from the spices. The 2 pieces of tikka were good. but overall considering the price and brand I was expecting it to taste better and have salt added.,2,,,,,,,2,-0.999821126,-0.942305088,,,,-0.971063107,0.78,0.014468446,0.4,0.417063956
209,105,You Mee,2000,4.5,"Asian, Japanese, Sushi, Desserts, Beverages

₹2,000 for two","Extremely tasteless soup, soggy fried noodle",1,,,,,,,,,1,-0.998616099,,,,,-0.998616099,0.9,0.00069195,0.2,0.410242183
210,104,Momentt- Enrise By Sayaji,1400,4.5,"North Indian, Chinese, Mughlai, Salad, Desserts, Beverages

₹1,400 for two","Both hara bhara kebab and corn tikki were overcooked to the point where the almost looked burnt instead of tasty. The Paneer tikka was definitely not marinaded properly because there was almost no masala sticking to the Paneer and it tasted extremely bland.
Tomato soup was nice and Manchurian starter was good. Not a great experience overall because I have received much better tasting food from this exact same place for same items during my previous orders.",4,,,,,,,,,1,-0.99870348,,,,,-0.99870348,0.9,0.00064826,0.2,0.410226891
211,106,Sante Spa Cuisine,1200,4.5,"Cafe, Healthy Food, Mediterranean, Continental, Desserts

₹1,200 for two",the rajma was stale.....just a day ago I had ordered and the food was damn good so ordered the same today as well but the rajma was utterly stale..... complete waste,5,,,,,,,,,1,-0.999784648,,,,,-0.999784648,0.9,0.000107676,0.2,0.410037687
212,242,Hotel Chul Mutton,350,2.9,"Maharashtrian, Mughlai, North Indian, Biryani

₹950 for two",,,,,,,,,,,0,,,,,,,0.58,0.5,0,0.407
213,90,Upsouth,300,3.8,"South Indian, Sandwich, Fast Food, Beverages

₹300 for two",the bhaji tasted like samber too much tomato flavour,3,food was not upto the mark,2,,,,,,,2,-0.999644518,-0.999619365,,,,-0.999631941,0.76,0.000184029,0.4,0.40406441
214,243,Bambir House,1200,2.8,"Biryani, Mughlai, Malwani

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.56,0.5,0,0.399
215,244,Hotel Sandeep,1400,2.8,"Maharashtrian, North Indian, Chinese, Mughlai

₹1,400 for two",,,,,,,,,,,0,,,,,,,0.56,0.5,0,0.399
216,109,Blue Tokai Coffee Roasters,600,4.3,"Cafe, Coffee, Beverages

₹600 for two",There is something odd about the taste of coffee from blue tokai.Not that good for coffee although food is okay,5,,,,,,,,,1,-0.995781541,,,,,-0.995781541,0.86,0.00210923,0.2,0.39473823
217,92,Regal Cakes And Bakers,350,3.6,"Bakery, Desserts

₹350 for two","very bad taste, quality wise and quantity wise too bad to deal.
if this would have been offline, i will never prefer to buy from this brand",1,"received wrong order and missing items
very bad packaging and bad service",4,,,,,,,2,-0.999627709,-0.999782264,,,,-0.999704987,0.72,0.000147507,0.4,0.388051627
218,111,Cafe Peter,1100,4.2,"Cafe, Coffee, Continental, Korean, Fast Food, Italian, Desserts, Beverages

₹1,100 for two",pizza was served absolutely cold. pan cake taste was not that good,1,,,,,,,,,1,-0.999726713,,,,,-0.999726713,0.84,0.000136644,0.2,0.386047825
219,95,Kiosk Kaffee,300,3.3,"Healthy Food, Continental, Italian, Finger Food, Sandwich, Beverages, Cafe, Coffee

₹300 for two","It was just an ordinary taste coffee, not at all as an Capachinno",3,"not worth the price, java chips were less, quantity is also less for the price, no taste at all",2,,,,,,,2,-0.997765779,-0.999726236,,,,-0.998746008,0.66,0.000626996,0.4,0.364219449
220,114,Wagh Bakri Tea Lounge,400,3.8,"Tea, Coffee, Bubble Tea, Sandwich, Street Food, Desserts

₹400 for two",Poha very bad taste. Not eatble,4,,,,,,,,,1,-0.999736369,,,,,-0.999736369,0.76,0.000131816,0.2,0.354046135
221,97,Wasabi 15,1500,3.1,"Asian, Japanese, Korean, Chinese, Desserts, Beverages

₹1,500 for two",tasted horrible. have had this dish previously and like it but tasted completed different and off this time,5,"really Disappointed, the fettuccine was really dry and paneer curry was nothing but food color",3,,,,,,,2,-0.995808363,-0.995643616,,,,-0.995725989,0.62,0.002137005,0.4,0.348747952
222,115,Atithi Veg,1000,3.3,"North Indian, Chinese, Continental, South Indian, Fast Food, Biryani, Desserts, Beverages

₹1,000 for two",below average food. not worth the money being paid. Never had worse daal than this.,5,,,,,,,,,1,-0.999321342,,,,,-0.999321342,0.66,0.000339329,0.2,0.314118765
223,116,"Frozen Bottle - Milkshakes, Desserts And Ice Cream",300,3.2,"Shake, Beverages, Desserts, Ice Cream, Waffle, Healthy Food, Coffee

₹300 for two",taste is awful. not happy at all.,3,,,,,,,,,1,-0.999801338,,,,,-0.999801338,0.64,9.93E-05,0.2,0.306034766
224,117,Fried Chicken Destination,400,2.3,"Burger, Wraps, Fast Food

₹400 for two",tastes shit,3,,,,,,,,,1,-0.998731792,,,,,-0.998731792,0.46,0.000634104,0.2,0.234221936
