rank,Unnamed: 0,restaurant,Price,Rating,Dishes,review-1,review-1.1,review-2,review-2.1,review-3,review-3.1,review-4,review-4.1,review-5,reviews-5,review_count,review-1_sentiment,review-2_sentiment,review-3_sentiment,review-4_sentiment,review-5_sentiment,overall_sentiment,rating_norm,sent_norm,volume_boost,rec_score,Dishes_tokens,Dishes_tokens_str,Cuisines_tokens,Dishes_specific_tokens,Cuisines_tokens_str,Dishes_specific_tokens_str
73,71,The Rustle Nest,950,4.4,"Continental, North Indian, European, Biryani, Pasta, Sandwich, Desserts, Beverages

₹950 for two",I have been to Rustle nest and food is really good. But Hyderabadi chicken biryani was bad today. Chicken didn't seem to be fresh and it was undercooked and had a little bit of smell.,4.0,"Rustle Nest is my ultimate go-to spot — a perfect blend of comforting food, cozy seating, and that warm, inviting vibe that keeps pulling me back. Whether it's a casual catch-up or a quiet solo moment, this place never disappoints. The desserts are absolutely incredible — rich, fresh, and indulgent. Don’t leave without trying their carrot & orange cake; it’s next level! I’ve lost count of how many times my friend and I have come back — and we’ll keep doing so.",2.0,,,,,,,2,-0.996237397,0.999855757,,,,0.00180918,0.88,0.50090459,0.4,0.627316606,"['continental', 'north indian', 'european', 'biryani', 'pasta', 'sandwich', 'desserts']",continental; north indian; european; biryani; pasta; sandwich; desserts,"['continental', 'north indian', 'biryani', 'desserts']","['european', 'pasta', 'sandwich']",continental; north indian; biryani; desserts,european; pasta; sandwich
74,69,Nawab Asia,1600,4.4,"North Indian, Chinese, Mughlai, Biryani, Seafood, Desserts, Beverages

₹1,600 for two",food was good and Mr Yogi provided nice service .,4.0,food was bad. speacially punjabi main course... salty,2.0,,,,,,,2,0.99983573,-0.999719918,,,,5.79e-05,0.88,0.500028953,0.4,0.627010134,"['north indian', 'chinese', 'mughlai', 'biryani', 'seafood', 'desserts']",north indian; chinese; mughlai; biryani; seafood; desserts,"['north indian', 'chinese', 'mughlai', 'biryani', 'seafood', 'desserts']",[],north indian; chinese; mughlai; biryani; seafood; desserts,
75,51,Eight,2000,4.5,"Chinese, Sushi, Asian, Japanese, Desserts

₹2,000 for two","Saw a cockroach on the table while having food , absolutely unacceptable! Instead of addressing the issue properly, all we got was a casual apology from the server with no resolution or follow-up. Extremely disappointing experience.",5.0,Amazing food great service,3.0,"45 mins for serving order in empty restaurant and plenty of staff

Seems like they forgot the order for 30 mins",2.0,,,,,3,-0.99982208,0.999877334,-0.999758184,,,-0.33323431,0.9,0.333382845,0.6,0.626683996,"['chinese', 'sushi', 'asian', 'japanese']",chinese; sushi; asian; japanese,"['chinese', 'asian']","['sushi', 'japanese']",chinese; asian,sushi; japanese
76,70,Copa Villa,1400,4.4,"North Indian, Asian, Continental, Salad, Seafood, Pasta, Pizza, Oriental

₹1,400 for two",food was tasteless.cold food was delivered.very bad experience.i will never ever anything order from copa villa.total money waste.,4.0,The food taste and service time can be improved,3.0,,,,,,,2,-0.999721348,0.987330198,,,,-0.006195575,0.88,0.496902213,0.4,0.625915774,"['north indian', 'asian', 'continental', 'salad', 'seafood', 'pasta', 'pizza']",north indian; asian; continental; salad; seafood; pasta; pizza,"['north indian', 'asian', 'continental', 'seafood', 'pizza']","['salad', 'pasta']",north indian; asian; continental; seafood; pizza,salad; pasta
77,72,Copa Cabana,1900,4.3,"North Indian, Continental, Asian, Italian, Salad, Biryani, Sandwich, Desserts

₹1,900 for two",service staff specially the captains are utterly rude and in a very wrong attitude which as a client we cannot take it,4.0,"Highly recommended for food, ambience and vibe",3.0,,,,,,,2,-0.999210596,0.999759495,,,,0.00027445,0.86,0.500137225,0.4,0.619048029,"['north indian', 'continental', 'asian', 'italian', 'salad', 'biryani', 'sandwich']",north indian; continental; asian; italian; salad; biryani; sandwich,"['north indian', 'continental', 'asian', 'italian', 'biryani']","['salad', 'sandwich']",north indian; continental; asian; italian; biryani,salad; sandwich
78,74,Butter - Bar & Kitchen,1800,4.3,"Asian, Italian, Chinese, Sushi, Japanese, Beverages

₹1,800 for two",Butter is my go-to no-brainer brunch place! I have been here so many times and literally every food item I've tried from the menu has been divine. 10/10 recommend to people looking for a nice classy vibe paired with supreme food!,5.0,service is too slow.,3.0,,,,,,,2,0.999628782,-0.99976784,,,,-6.95e-05,0.86,0.499965236,0.4,0.618987832,"['asian', 'italian', 'chinese', 'sushi', 'japanese']",asian; italian; chinese; sushi; japanese,"['asian', 'italian', 'chinese']","['sushi', 'japanese']",asian; italian; chinese,sushi; japanese
79,73,The Soundtrack Cafe,1000,4.3,"Cafe, Coffee, Beverages, Continental, Italian, Fast Food

₹1,000 for two","We had black coffee, garlic bread, and chili paneer. The taste was excellent!
Service was a bit slow, probably due to the crowd and fresh preparation.
The price was slightly on the higher side — we paid around ₹931 for the above.
Overall, it was a good experience.",5.0,"Its stale, smells weird and tastes weird",2.0,,,,,,,2,0.99633503,-0.998905301,,,,-0.001285136,0.86,0.499357432,0.4,0.618775101,"['cafe', 'coffee', 'beverages', 'continental', 'italian']",cafe; coffee; beverages; continental; italian,"['cafe', 'coffee', 'beverages', 'continental', 'italian']",[],cafe; coffee; beverages; continental; italian,
80,54,Rustic Sands,1200,4.4,"Chinese, North Indian, Biryani, Mughlai, Seafood, Beverages, Desserts

₹1,200 for two","Went for dinner yesterday and this place is just about ambience. That's it ! Food was subpar and very lousy service. The food was not even hot, the taste was 0. It was just a waste of time and money",5.0,Food was good. Ambience was good. Renuka served us well.,4.0,"Mediocre food and mediocre service
Had ordered Spicy Cottage Cheese Mushroom, it had zero flavour and the cottage cheese just felt fake",3.0,,,,,3,-0.99849534,0.999862432,-0.999785602,,,-0.33280617,0.88,0.333596915,0.6,0.61875892,"['chinese', 'north indian', 'biryani', 'mughlai', 'seafood', 'beverages']",chinese; north indian; biryani; mughlai; seafood; beverages,"['chinese', 'north indian', 'biryani', 'mughlai', 'seafood', 'beverages']",[],chinese; north indian; biryani; mughlai; seafood; beverages,
81,83,Tatva The Vegetarian Kitchen,1000,3.9,"North Indian, Chinese, South Indian, Biryani, Street Food, Fast Food, Oriental, Beverages

₹1,000 for two","Ok ok food.
Kasturi paneer kebab and hara bhara kabab was good
Pav bhaji needs improvement
Mango mastani was just shake nothing else",4.0,"Very good service and food
Loved it!!!",2.0,,,,,,,2,-0.696194887,0.999887586,,,,0.151846349,0.78,0.575923175,0.4,0.613573111,"['north indian', 'chinese', 'south indian', 'biryani', 'street food', 'fast food', 'oriental']",north indian; chinese; south indian; biryani; street food; fast food; oriental,"['north indian', 'chinese', 'south indian', 'biryani', 'fast food', 'oriental']",['street food'],north indian; chinese; south indian; biryani; fast food; oriental,street food
82,75,Bao Story,1200,4.2,"Asian

₹1,200 for two",great food,5.0,Food kinda bland,4.0,,,,,,,2,0.999876618,-0.999749601,,,,6.35e-05,0.84,0.500031754,0.4,0.611011114,[],,[],[],,
83,78,Savour By Dadus,1000,4.1,"North Indian, Continental, Chinese, Beverages, Desserts, Fast Food, Salad, Kebab

₹1,000 for two",Dal makhani tasted as if it was burnt,5.0,Very good taste,4.0,,,,,,,2,-0.996146441,0.999869823,,,,0.001861691,0.82,0.500930846,0.4,0.603325796,"['north indian', 'continental', 'chinese', 'beverages', 'desserts', 'fast food', 'salad']",north indian; continental; chinese; beverages; desserts; fast food; salad,"['north indian', 'continental', 'chinese', 'beverages', 'desserts', 'fast food']",['salad'],north indian; continental; chinese; beverages; desserts; fast food,salad
84,56,Sreca Rooftop Lounge,1700,4.2,"North Indian, Continental, Asian, Bar Food, Seafood

₹1,700 for two","Food was good, but chicken tikka was more sweet than expected",5.0,Grossly overpriced food. The menu is likely rigged for Zomato dining pre booked customers?,4.0,Sweet food test for every dish and beers are too much expensive,3.0,,,,,3,0.998752952,-0.999785841,-0.999110162,,,-0.333381017,0.84,0.333309491,0.6,0.602658322,"['north indian', 'continental', 'asian', 'bar food']",north indian; continental; asian; bar food,"['north indian', 'continental', 'asian', 'bar food']",[],north indian; continental; asian; bar food,
85,89,Bird Valley EXPRESS PURE VEG,500,3.9,"North Indian, South Indian, Kebab, Chinese, Biryani, Street Food, Desserts, Beverages

₹500 for two","taste was very sweety didn't liked
not value for money",1.0,"If you're looking for a quick, satisfying, and delicious vegetarian meal, Bird Valley Express Pure Veg is the place to go!

I recently visited and tried their dosa and sandwiches, and I must say – I was thoroughly impressed!
Dosa – Crispy, golden, and perfectly spiced! The dosa was served fresh off the pan, accompanied by flavorful chutneys and sambar that hit the right notes. Whether it's the classic masala dosa or something more adventurous, every bite was authentic and fulfilling.

Sandwiches – Fresh, crunchy, and loaded with taste! From grilled to cold sandwiches, the flavors were spot on and the ingredients felt premium. Ideal for a light",5.0,,,,,,,2,-0.906157374,0.9998312,,,,0.046836913,0.78,0.523418456,0.4,0.59519646,"['north indian', 'south indian', 'kebab', 'chinese', 'biryani', 'street food', 'desserts']",north indian; south indian; kebab; chinese; biryani; street food; desserts,"['north indian', 'south indian', 'chinese', 'biryani', 'desserts']","['kebab', 'street food']",north indian; south indian; chinese; biryani; desserts,kebab; street food
86,79,Publiq,2000,4.0,"Asian, North Indian, Italian, Chinese, Biryani, Kebab, Salad, Beverages

₹2,000 for two","great service, decent ambience and the music was also good. a place which you can def visit and give a try",3.0,"Most disgusting place to be in Pune
Neither the service nor the food is upto standard
Moreover the people are bossy and makes you pay unwanted money inspite getting the cover charges
The managers are like local goons of the place and not ready to listen anything beyond their arrogance
I personally feel this place is just to fool people and lootify people
Highly disappointed with this Zomato Service",2.0,,,,,,,2,0.999865651,-0.999588788,,,,0.000138432,0.8,0.500069216,0.4,0.595024226,"['asian', 'north indian', 'italian', 'chinese', 'biryani', 'kebab', 'salad']",asian; north indian; italian; chinese; biryani; kebab; salad,"['asian', 'north indian', 'italian', 'chinese', 'biryani']","['kebab', 'salad']",asian; north indian; italian; chinese; biryani,kebab; salad
87,87,Asia Seven – Sizzling Chinese,200,3.9,"Chinese

₹200 for two",today I visited phoenix mall I'll order asia seven wakad Combo meal chilli Garlic Rice 🍚 it's amazing Taste both dish service also fast do visit 😄 again.,3.0,Stale food,2.0,,,,,,,2,0.997814775,-0.999721825,,,,-0.000953525,0.78,0.499523237,0.4,0.586833133,[],,[],[],,
88,93,The Urban Belly,250,3.6,"Sandwich, Pizza, Fast Food, Street Food, Coffee, Beverages

₹250 for two","worst shwarma ever. worst taste, packaging, portion",3.0,"the ambience is good ,and staff is friendly as well.
food is good",2.0,,,,,,,2,-0.999784648,0.9998734,,,,4.44e-05,0.72,0.500022188,0.4,0.563007766,"['sandwich', 'pizza', 'fast food', 'street food', 'coffee']",sandwich; pizza; fast food; street food; coffee,"['pizza', 'fast food', 'coffee']","['sandwich', 'street food']",pizza; fast food; coffee,sandwich; street food
89,129,Toscano,1800,4.8,"Italian, Pizza, Pasta, Continental, Seafood, Steak, Beverages

₹1,800 for two",,,,,,,,,,,0,,,,,,,0.96,0.5,0.0,0.559,"['italian', 'pizza', 'pasta', 'continental', 'seafood', 'steak']",italian; pizza; pasta; continental; seafood; steak,"['italian', 'pizza', 'continental', 'seafood']","['pasta', 'steak']",italian; pizza; continental; seafood,pasta; steak
90,130,Grove Pizzeria,400,4.7,"Pizza

₹400 for two",,,,,,,,,,,0,,,,,,,0.94,0.5,0.0,0.551,[],,[],[],,
91,131,AB's - Absolute Barbecues,1650,4.7,"North Indian, BBQ, Biryani

₹1,650 for two",,,,,,,,,,,0,,,,,,,0.94,0.5,0.0,0.551,"['north indian', 'bbq']",north indian; bbq,['north indian'],['bbq'],north indian,bbq
92,63,Costa Coffee,950,3.5,"Cafe, Coffee, Beverages, Bakery, Desserts

₹400 for two","Nice experience
Best food & service",1.0,so lame and dull taste,5.0,Staff served unfresh and cold rool and sandwiches at airport branch costa,3.0,,,,,3,0.999864101,-0.999809682,-0.99407804,,,-0.331341207,0.7,0.334329396,0.6,0.547015289,"['cafe', 'coffee', 'beverages', 'bakery']",cafe; coffee; beverages; bakery,"['cafe', 'coffee', 'beverages']",['bakery'],cafe; coffee; beverages,bakery
93,132,Buon Cibo- The Italian Cafe,850,4.6,"Mexican, Italian, Continental, Pizza, Pasta

₹850 for two",,,,,,,,,,,0,,,,,,,0.92,0.5,0.0,0.543,"['mexican', 'italian', 'continental', 'pizza']",mexican; italian; continental; pizza,"['italian', 'continental', 'pizza']",['mexican'],italian; continental; pizza,mexican
94,133,Hoomans- All Day Bar,1200,4.5,"Oriental, Chinese, Continental, Pasta, Seafood, North Indian, Desserts, Beverages

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.9,0.5,0.0,0.535,"['oriental', 'chinese', 'continental', 'pasta', 'seafood', 'north indian', 'desserts']",oriental; chinese; continental; pasta; seafood; north indian; desserts,"['oriental', 'chinese', 'continental', 'seafood', 'north indian', 'desserts']",['pasta'],oriental; chinese; continental; seafood; north indian; desserts,pasta
95,134,Soy Affair,1000,4.5,"Asian, Chinese, Sushi, Seafood

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.9,0.5,0.0,0.535,"['asian', 'chinese', 'sushi']",asian; chinese; sushi,"['asian', 'chinese']",['sushi'],asian; chinese,sushi
96,135,Uncle's Chinese,1500,4.5,"Chinese, Oriental, Seafood, Cantonese, Sichuan, Asian, Thai, Singaporean

₹1,500 for two",,,,,,,,,,,0,,,,,,,0.9,0.5,0.0,0.535,"['chinese', 'oriental', 'seafood', 'cantonese', 'sichuan', 'asian', 'thai']",chinese; oriental; seafood; cantonese; sichuan; asian; thai,"['chinese', 'oriental', 'seafood', 'asian']","['cantonese', 'sichuan', 'thai']",chinese; oriental; seafood; asian,cantonese; sichuan; thai
97,136,Asia Kitchen By Mainland China,1500,4.5,"Asian, Chinese, Sushi, Thai, Japanese, Beverages

₹1,500 for two",,,,,,,,,,,0,,,,,,,0.9,0.5,0.0,0.535,"['asian', 'chinese', 'sushi', 'thai', 'japanese']",asian; chinese; sushi; thai; japanese,"['asian', 'chinese']","['sushi', 'thai', 'japanese']",asian; chinese,sushi; thai; japanese
98,137,Pop Tate's,1400,4.5,"North Indian, Chinese, Italian, Biryani, Pizza, Pasta, Fast Food, Beverages

₹1,400 for two",,,,,,,,,,,0,,,,,,,0.9,0.5,0.0,0.535,"['north indian', 'chinese', 'italian', 'biryani', 'pizza', 'pasta', 'fast food']",north indian; chinese; italian; biryani; pizza; pasta; fast food,"['north indian', 'chinese', 'italian', 'biryani', 'pizza', 'fast food']",['pasta'],north indian; chinese; italian; biryani; pizza; fast food,pasta
99,138,Dragonfly - Radisson Blu,3500,4.5,"Asian, Japanese, Indonesian, Korean, Malaysian, Singaporean, Thai

₹3,500 for two",,,,,,,,,,,0,,,,,,,0.9,0.5,0.0,0.535,"['asian', 'japanese', 'indonesian', 'korean', 'malaysian', 'singaporean']",asian; japanese; indonesian; korean; malaysian; singaporean,['asian'],"['japanese', 'indonesian', 'korean', 'malaysian', 'singaporean']",asian,japanese; indonesian; korean; malaysian; singaporean
100,139,The Urban Foundry,2500,4.5,"Bar Food, North Indian, Pizza, Fast Food, Desserts, Beverages

₹2,500 for two",,,,,,,,,,,0,,,,,,,0.9,0.5,0.0,0.535,"['bar food', 'north indian', 'pizza', 'fast food', 'desserts']",bar food; north indian; pizza; fast food; desserts,"['bar food', 'north indian', 'pizza', 'fast food', 'desserts']",[],bar food; north indian; pizza; fast food; desserts,
101,140,Vibe Bar & Grill- Courtyard By Marriott Pune Hinjawadi,3000,4.5,"Continental, North Indian, Seafood, American, BBQ, Bar Food, Burger, Desserts

₹3,000 for two",,,,,,,,,,,0,,,,,,,0.9,0.5,0.0,0.535,"['continental', 'north indian', 'seafood', 'american', 'bbq', 'bar food', 'burger']",continental; north indian; seafood; american; bbq; bar food; burger,"['continental', 'north indian', 'seafood', 'bar food', 'burger']","['american', 'bbq']",continental; north indian; seafood; bar food; burger,american; bbq
102,141,Casa De Silver,1400,4.5,"North Indian, Mughlai, Mexican, American, Chinese, South Indian, Seafood, Beverages

₹1,400 for two",,,,,,,,,,,0,,,,,,,0.9,0.5,0.0,0.535,"['north indian', 'mughlai', 'mexican', 'american', 'chinese', 'south indian', 'seafood']",north indian; mughlai; mexican; american; chinese; south indian; seafood,"['north indian', 'mughlai', 'chinese', 'south indian', 'seafood']","['mexican', 'american']",north indian; mughlai; chinese; south indian; seafood,mexican; american
103,142,Feast India Company,1400,4.5,"Chinese, Oriental, North Indian, Seafood, Kebab, Desserts, Beverages

₹1,400 for two",,,,,,,,,,,0,,,,,,,0.9,0.5,0.0,0.535,"['chinese', 'oriental', 'north indian', 'seafood', 'kebab', 'desserts']",chinese; oriental; north indian; seafood; kebab; desserts,"['chinese', 'oriental', 'north indian', 'seafood', 'desserts']",['kebab'],chinese; oriental; north indian; seafood; desserts,kebab
104,143,Si Nonna’s - The Original Sourdough Pizza,1300,4.5,"Cafe, Italian, Pizza, Desserts

₹1,300 for two",,,,,,,,,,,0,,,,,,,0.9,0.5,0.0,0.535,"['cafe', 'italian', 'pizza']",cafe; italian; pizza,"['cafe', 'italian', 'pizza']",[],cafe; italian; pizza,
105,14,Azzurro,1200,4.1,"Fast Food, Chinese, North Indian, Biryani, Continental, Asian, Desserts, Beverages

₹1,200 for two","worst service amd food!!!! first they were not turning up to take order.after giving order, one hour we did not get the soup and starters, after continuously following up, we got just one soup in grp of 8 ppl, the other 7 soups arrived another 20 mins later. minestrone soup was just the tomato soup with carrots and beans added. they forgot about starters. after following up, they served us pathetic sour chciken starter, which we had to replace. the replacement also came after long wait. over all pathetic service. the serving staff is all new and are not trained properly to serve on weekends. they dont understand hindi and English also. the management has also changed i guess, which has...read more",1.0,We came early so got the starters quickly. However the main course never came up. finally after waiting for an hour has to leave the place hungry. Even when we were leaving the food was not ready. The waiter sheepishly remarked if they had been given another two minutes. amazingly they never bothered for the entire one hour. Screenshot of the Swiggy order that I had to place.,5.0,Worst service. I’m still waiting here for my order for the past 1 hour and nobody is even bothered to ask. Pathetic service. Only live music is good else such a pathetic service,4.0,"Took 45 mins to serve a single dish, worst service and management. Only thing which came on time was bill",3.0,Worst ever experience. The staff and management are inexperienced to run the restaurant. They should shut.,2.0,4,-0.999693394,-0.987060785,-0.999508619,-0.999555647,-0.999819458,-0.997127581,0.82,0.00143621,0.8,0.528502673,"['fast food', 'chinese', 'north indian', 'biryani', 'continental', 'asian', 'desserts']",fast food; chinese; north indian; biryani; continental; asian; desserts,"['fast food', 'chinese', 'north indian', 'biryani', 'continental', 'asian', 'desserts']",[],fast food; chinese; north indian; biryani; continental; asian; desserts,
106,144,I Amsterdam,1700,4.4,"Asian, North Indian, European

₹1,700 for two",,,,,,,,,,,0,,,,,,,0.88,0.5,0.0,0.527,"['asian', 'north indian']",asian; north indian,"['asian', 'north indian']",[],asian; north indian,
107,145,Effingut Bistro,1800,4.4,"Asian, Continental, Finger Food, Beverages, Desserts

₹1,800 for two",,,,,,,,,,,0,,,,,,,0.88,0.5,0.0,0.527,"['asian', 'continental', 'finger food', 'beverages']",asian; continental; finger food; beverages,"['asian', 'continental', 'beverages']",['finger food'],asian; continental; beverages,finger food
108,146,I'M Lion,2000,4.4,"Seafood, Maharashtrian

₹2,000 for two",,,,,,,,,,,0,,,,,,,0.88,0.5,0.0,0.527,['seafood'],seafood,['seafood'],[],seafood,
109,147,Hidden Place - The Hang-out,1200,4.4,"Fast Food, Pizza, Continental, Bar Food, Beverages

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.88,0.5,0.0,0.527,"['fast food', 'pizza', 'continental', 'bar food']",fast food; pizza; continental; bar food,"['fast food', 'pizza', 'continental', 'bar food']",[],fast food; pizza; continental; bar food,
110,148,The Wise Guys,1700,4.4,"North Indian, Chinese, Pasta, Fast Food, Bar Food, Desserts, Shake, Beverages

₹1,700 for two",,,,,,,,,,,0,,,,,,,0.88,0.5,0.0,0.527,"['north indian', 'chinese', 'pasta', 'fast food', 'bar food', 'desserts', 'shake']",north indian; chinese; pasta; fast food; bar food; desserts; shake,"['north indian', 'chinese', 'fast food', 'bar food', 'desserts']","['pasta', 'shake']",north indian; chinese; fast food; bar food; desserts,pasta; shake
111,149,Incognito - Restaurant Bar & Cafe,2500,4.4,"Continental, Asian, Italian, Thai, North Indian, Biryani, Desserts, Beverages

₹2,500 for two",,,,,,,,,,,0,,,,,,,0.88,0.5,0.0,0.527,"['continental', 'asian', 'italian', 'thai', 'north indian', 'biryani', 'desserts']",continental; asian; italian; thai; north indian; biryani; desserts,"['continental', 'asian', 'italian', 'north indian', 'biryani', 'desserts']",['thai'],continental; asian; italian; north indian; biryani; desserts,thai
112,150,Cloud 99,1200,4.4,"North Indian, Mughlai, Seafood, Italian, Japanese, Chinese, Salad, Desserts

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.88,0.5,0.0,0.527,"['north indian', 'mughlai', 'seafood', 'italian', 'japanese', 'chinese', 'salad']",north indian; mughlai; seafood; italian; japanese; chinese; salad,"['north indian', 'mughlai', 'seafood', 'italian', 'chinese']","['japanese', 'salad']",north indian; mughlai; seafood; italian; chinese,japanese; salad
113,151,Charcoal The Sizzling Sensation,1200,4.4,"North Indian, Mughlai, BBQ, Italian, Biryani, Kebab, Salad

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.88,0.5,0.0,0.527,"['north indian', 'mughlai', 'bbq', 'italian', 'biryani', 'kebab']",north indian; mughlai; bbq; italian; biryani; kebab,"['north indian', 'mughlai', 'italian', 'biryani']","['bbq', 'kebab']",north indian; mughlai; italian; biryani,bbq; kebab
114,152,We Idliwale Barroom,1500,4.4,"South Indian, Biryani, Desserts

₹1,500 for two",,,,,,,,,,,0,,,,,,,0.88,0.5,0.0,0.527,"['south indian', 'biryani']",south indian; biryani,"['south indian', 'biryani']",[],south indian; biryani,
115,153,Si Nonna's - The Original Sourdough Pizza,1000,4.4,"Pizza, Italian, Desserts, Coffee, Beverages

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.88,0.5,0.0,0.527,"['pizza', 'italian', 'desserts', 'coffee']",pizza; italian; desserts; coffee,"['pizza', 'italian', 'desserts', 'coffee']",[],pizza; italian; desserts; coffee,
116,47,Springrose Restaurant And Banquets,1200,4.6,"South Indian, Continental, Oriental, North Indian

₹1,200 for two","this didn't come from springrose restaurant. can't eat this, totally fake food",1.0,paneer was too bad. bad quality.overall food also too bad.,3.0,Service was very slow,2.0,,,,,3,-0.981034935,-0.999788105,-0.999747217,,,-0.993523419,0.92,0.003238291,0.6,0.519133402,"['south indian', 'continental', 'oriental']",south indian; continental; oriental,"['south indian', 'continental', 'oriental']",[],south indian; continental; oriental,
117,154,Xia By Hilton Garden Inn,2500,4.3,"Chinese, Asian, Japanese, Desserts

₹2,500 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,"['chinese', 'asian', 'japanese']",chinese; asian; japanese,"['chinese', 'asian']",['japanese'],chinese; asian,japanese
118,155,Caffe Allora,2000,4.3,"Pizza, Pasta, Italian

₹2,000 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,"['pizza', 'pasta']",pizza; pasta,['pizza'],['pasta'],pizza,pasta
119,156,Swig,1800,4.3,"Bar Food, Asian, Sushi, Pizza, Italian, Continental, Fast Food, Beverages

₹1,800 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,"['bar food', 'asian', 'sushi', 'pizza', 'italian', 'continental', 'fast food']",bar food; asian; sushi; pizza; italian; continental; fast food,"['bar food', 'asian', 'pizza', 'italian', 'continental', 'fast food']",['sushi'],bar food; asian; pizza; italian; continental; fast food,sushi
120,157,Good Flippin' Burgers,650,4.3,"Burger, American, Fast Food, Wraps

₹650 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,"['burger', 'american', 'fast food']",burger; american; fast food,"['burger', 'fast food']",['american'],burger; fast food,american
121,158,Rangla Punjab,950,4.3,"North Indian, Kebab, Mughlai, Biryani, Chinese, Desserts

₹950 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,"['north indian', 'kebab', 'mughlai', 'biryani', 'chinese']",north indian; kebab; mughlai; biryani; chinese,"['north indian', 'mughlai', 'biryani', 'chinese']",['kebab'],north indian; mughlai; biryani; chinese,kebab
122,159,Fatcook,700,4.3,"Italian, Mexican, Oriental, Pasta, North Indian, Kebab, Desserts, Beverages

₹700 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,"['italian', 'mexican', 'oriental', 'pasta', 'north indian', 'kebab', 'desserts']",italian; mexican; oriental; pasta; north indian; kebab; desserts,"['italian', 'oriental', 'north indian', 'desserts']","['mexican', 'pasta', 'kebab']",italian; oriental; north indian; desserts,mexican; pasta; kebab
123,160,Hippie @ Heart,1600,4.3,"Finger Food, Italian, Continental, Fast Food, BBQ, Desserts, Beverages

₹1,600 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,"['finger food', 'italian', 'continental', 'fast food', 'bbq', 'desserts']",finger food; italian; continental; fast food; bbq; desserts,"['italian', 'continental', 'fast food', 'desserts']","['finger food', 'bbq']",italian; continental; fast food; desserts,finger food; bbq
124,161,Barbeque Ville,1600,4.3,"North Indian, Desserts

₹1,600 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,['north indian'],north indian,['north indian'],[],north indian,
125,162,Bharat Bhavan,2000,4.3,"North Indian, Mughlai, Awadhi, Goan, Lucknowi, Kashmiri, Beverages, Desserts

₹2,000 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,"['north indian', 'mughlai', 'awadhi', 'goan', 'lucknowi', 'kashmiri', 'beverages']",north indian; mughlai; awadhi; goan; lucknowi; kashmiri; beverages,"['north indian', 'mughlai', 'beverages']","['awadhi', 'goan', 'lucknowi', 'kashmiri']",north indian; mughlai; beverages,awadhi; goan; lucknowi; kashmiri
126,163,Bombay Bistro,2200,4.3,"Bar Food, Pizza, Asian, North Indian, Oriental, Continental, Chinese, Cafe

₹2,200 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,"['bar food', 'pizza', 'asian', 'north indian', 'oriental', 'continental', 'chinese']",bar food; pizza; asian; north indian; oriental; continental; chinese,"['bar food', 'pizza', 'asian', 'north indian', 'oriental', 'continental', 'chinese']",[],bar food; pizza; asian; north indian; oriental; continental; chinese,
127,164,Angaar,1400,4.3,"North Indian, Mughlai, Chinese, Seafood, Biryani, Beverages

₹1,400 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,"['north indian', 'mughlai', 'chinese', 'seafood', 'biryani']",north indian; mughlai; chinese; seafood; biryani,"['north indian', 'mughlai', 'chinese', 'seafood', 'biryani']",[],north indian; mughlai; chinese; seafood; biryani,
128,165,Karolbaug The Theka,1300,4.3,"North Indian, Seafood, Continental, Italian, Mughlai, Bar Food, Biryani, Desserts

₹1,300 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,"['north indian', 'seafood', 'continental', 'italian', 'mughlai', 'bar food', 'biryani']",north indian; seafood; continental; italian; mughlai; bar food; biryani,"['north indian', 'seafood', 'continental', 'italian', 'mughlai', 'bar food', 'biryani']",[],north indian; seafood; continental; italian; mughlai; bar food; biryani,
129,166,Maratha Samrat,1300,4.3,"Maharashtrian, Seafood, Biryani, Desserts

₹1,300 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,"['maharashtrian', 'seafood', 'biryani']",maharashtrian; seafood; biryani,"['maharashtrian', 'seafood', 'biryani']",[],maharashtrian; seafood; biryani,
